name,url,country,revision_id,quality_score
Fernando Faustino Muteka,https://en.wikipedia.org/wiki/Fernando_Faustino_Muteka,Angola,1241977176,Stub
Pedro Mutinde,https://en.wikipedia.org/wiki/Pedro_Mutinde,Angola,1209539718,Start
José Ndele,https://en.wikipedia.org/wiki/José_Ndele,Angola,1154991360,Stub
Ana Paula Sacramento Neto,https://en.wikipedia.org/wiki/Ana_Paula_Sacramento_Neto,Angola,1227909121,Stub
Daniel Ntongi-Nzinga,https://en.wikipedia.org/wiki/Daniel_Ntongi-Nzinga,Angola,1187961349,Stub
Paula Cristina Francisco Coelho,https://en.wikipedia.org/wiki/Paula_Cristina_Francisco_Coelho,Angola,1209410923,Stub
Pedro Pedalé,https://en.wikipedia.org/wiki/Pedro_Pedalé,Angola,1115715527,Stub
Elias Salupeto Pena,https://en.wikipedia.org/wiki/Elias_Salupeto_Pena,Angola,1220287990,Start
Johnny Eduardo Pinnock,https://en.wikipedia.org/wiki/Johnny_Eduardo_Pinnock,Angola,1242307359,Stub
Santana André Pitra,https://en.wikipedia.org/wiki/Santana_André_Pitra,Angola,1165626399,Stub
Francisco Manuel Monteiro de Queiróz,https://en.wikipedia.org/wiki/Francisco_Manuel_Monteiro_de_Queiróz,Angola,1250824530,Stub
José Aníbal Lopes Rocha,https://en.wikipedia.org/wiki/José_Aníbal_Lopes_Rocha,Angola,1242307479,Stub
José da Rocha,https://en.wikipedia.org/wiki/José_da_Rocha,Angola,1153488959,Stub
Rosa Luís de Sousa Micolo,https://en.wikipedia.org/wiki/Rosa_Luís_de_Sousa_Micolo,Angola,1246271741,Stub
Luís Gomes Sambo,https://en.wikipedia.org/wiki/Luís_Gomes_Sambo,Angola,1242306989,Start
Branca Manuel Espirito Santo,https://en.wikipedia.org/wiki/Branca_Manuel_Espirito_Santo,Angola,1142474441,Stub
João Ernesto dos Santos,https://en.wikipedia.org/wiki/João_Ernesto_dos_Santos,Angola,1226309621,Stub
José Filomeno dos Santos,https://en.wikipedia.org/wiki/José_Filomeno_dos_Santos,Angola,1228399791,C
Jonas Savimbi,https://en.wikipedia.org/wiki/Jonas_Savimbi,Angola,1246026420,GA
Pinda Simão,https://en.wikipedia.org/wiki/Pinda_Simão,Angola,1118804168,Stub
Manuel Bernardo de Sousa,https://en.wikipedia.org/wiki/Manuel_Bernardo_de_Sousa,Angola,1233607984,Stub
Augusto da Silva Tomás,https://en.wikipedia.org/wiki/Augusto_da_Silva_Tomás,Angola,1219179734,Stub
José Jacinto Van-Dúnem,https://en.wikipedia.org/wiki/José_Jacinto_Van-Dúnem,Angola,1242841039,C
José Vieira Dias Van-Dúnem,https://en.wikipedia.org/wiki/José_Vieira_Dias_Van-Dúnem,Angola,1227004140,Stub
Luzia Inglês Van-Dúnem,https://en.wikipedia.org/wiki/Luzia_Inglês_Van-Dúnem,Angola,1240720719,Start
Manuel Vicente,https://en.wikipedia.org/wiki/Manuel_Vicente,Angola,1250493481,C
Mfulupinga Nlando Victor,https://en.wikipedia.org/wiki/Mfulupinga_Nlando_Victor,Angola,1243272129,Start
Clement Antonio,https://en.wikipedia.org/wiki/Clement_Antonio,Antigua and Barbuda,1241563106,Stub
Randolph Beazer,https://en.wikipedia.org/wiki/Randolph_Beazer,Antigua and Barbuda,1247631912,Stub
Studiation Brown,https://en.wikipedia.org/wiki/Studiation_Brown,Antigua and Barbuda,825090349,Stub
Alex Browne (politician),https://en.wikipedia.org/wiki/Alex_Browne_(politician),Antigua and Barbuda,1247631794,Stub
Colin O'Neil Browne,https://en.wikipedia.org/wiki/Colin_O'Neil_Browne,Antigua and Barbuda,1241563118,Stub
James Carlisle,https://en.wikipedia.org/wiki/James_Carlisle,Antigua and Barbuda,1242152285,C
Gail Christian,https://en.wikipedia.org/wiki/Gail_Christian,Antigua and Barbuda,1241563122,Start
Mackenzie Frank,https://en.wikipedia.org/wiki/Mackenzie_Frank,Antigua and Barbuda,1247632329,Stub
Osbert Richard Frederick,https://en.wikipedia.org/wiki/Osbert_Richard_Frederick,Antigua and Barbuda,1241563130,Start
Caleb Gardiner,https://en.wikipedia.org/wiki/Caleb_Gardiner,Antigua and Barbuda,1241563135,Stub
Shenella Mary Shadida Govia,https://en.wikipedia.org/wiki/Shenella_Mary_Shadida_Govia,Antigua and Barbuda,1241563138,Stub
William Haynes-Smith,https://en.wikipedia.org/wiki/William_Haynes-Smith,Antigua and Barbuda,1250666577,C
Tim Hector,https://en.wikipedia.org/wiki/Tim_Hector,Antigua and Barbuda,1227026341,C
Cheryl Mary Clare Hurst,https://en.wikipedia.org/wiki/Cheryl_Mary_Clare_Hurst,Antigua and Barbuda,1242813942,Stub
Wilfred Jacobs,https://en.wikipedia.org/wiki/Wilfred_Jacobs,Antigua and Barbuda,1246340247,Stub
Rick James (actor),https://en.wikipedia.org/wiki/Rick_James_(actor),Antigua and Barbuda,1213836084,C
Kiz Johnson,https://en.wikipedia.org/wiki/Kiz_Johnson,Antigua and Barbuda,1247632301,Stub
Fabian Jones,https://en.wikipedia.org/wiki/Fabian_Jones,Antigua and Barbuda,1247632282,Stub
Johnathan Joseph (politician),https://en.wikipedia.org/wiki/Johnathan_Joseph_(politician),Antigua and Barbuda,1241563151,Stub
Kelvin Simon,https://en.wikipedia.org/wiki/Kelvin_Simon,Antigua and Barbuda,1241592202,Start
Harold Lovell,https://en.wikipedia.org/wiki/Harold_Lovell,Antigua and Barbuda,1241564680,Start
Edmond Mansoor,https://en.wikipedia.org/wiki/Edmond_Mansoor,Antigua and Barbuda,1248648606,Start
David Massiah,https://en.wikipedia.org/wiki/David_Massiah,Antigua and Barbuda,1247632248,Stub
Joanne Massiah,https://en.wikipedia.org/wiki/Joanne_Massiah,Antigua and Barbuda,1241592526,Stub
Dwayne George,https://en.wikipedia.org/wiki/Dwayne_George,Antigua and Barbuda,1247631631,Stub
Knacyntar Nedd,https://en.wikipedia.org/wiki/Knacyntar_Nedd,Antigua and Barbuda,1247514093,Stub
Melford Nicholas,https://en.wikipedia.org/wiki/Melford_Nicholas,Antigua and Barbuda,1241592535,Start
Shawn Nicholas,https://en.wikipedia.org/wiki/Shawn_Nicholas,Antigua and Barbuda,1247632364,Stub
Bernard Percival,https://en.wikipedia.org/wiki/Bernard_Percival,Antigua and Barbuda,1241564686,Stub
Jamale Pringle,https://en.wikipedia.org/wiki/Jamale_Pringle,Antigua and Barbuda,1241592215,Stub
Philip Shoul,https://en.wikipedia.org/wiki/Philip_Shoul,Antigua and Barbuda,1247632342,Stub
Rawdon Turner,https://en.wikipedia.org/wiki/Rawdon_Turner,Antigua and Barbuda,1247632346,Stub
Alincia Williams-Grant,https://en.wikipedia.org/wiki/Alincia_Williams-Grant,Antigua and Barbuda,1241592542,Start
Juan Alemann,https://en.wikipedia.org/wiki/Juan_Alemann,Argentina,1227499891,Stub
Germán Alfaro,https://en.wikipedia.org/wiki/Germán_Alfaro,Argentina,1223272051,C
Joaquín Samuel de Anchorena,https://en.wikipedia.org/wiki/Joaquín_Samuel_de_Anchorena,Argentina,1227458965,Start
Juan Agustín Augier,https://en.wikipedia.org/wiki/Juan_Agustín_Augier,Argentina,1217815148,Stub
Uladislao Augier,https://en.wikipedia.org/wiki/Uladislao_Augier,Argentina,1217815124,Stub
Marco Aurelio Avellaneda,https://en.wikipedia.org/wiki/Marco_Aurelio_Avellaneda,Argentina,1233010330,Start
Joaquín Belgrano,https://en.wikipedia.org/wiki/Joaquín_Belgrano,Argentina,1229623675,Start
Antonio Bermejo,https://en.wikipedia.org/wiki/Antonio_Bermejo,Argentina,1225811362,Start
Antonio Beruti,https://en.wikipedia.org/wiki/Antonio_Beruti,Argentina,1243926512,Start
Héctor Bidonde,https://en.wikipedia.org/wiki/Héctor_Bidonde,Argentina,1250713562,Start
Silvano Bores,https://en.wikipedia.org/wiki/Silvano_Bores,Argentina,1225775647,Stub
Exequiel Bustillo,https://en.wikipedia.org/wiki/Exequiel_Bustillo,Argentina,1188044851,Start
Mario Cafiero,https://en.wikipedia.org/wiki/Mario_Cafiero,Argentina,1135193654,Stub
Alberto Manuel Campos,https://en.wikipedia.org/wiki/Alberto_Manuel_Campos,Argentina,1166331326,Start
Alejo Castex,https://en.wikipedia.org/wiki/Alejo_Castex,Argentina,1231276700,C
Dámaso Centeno,https://en.wikipedia.org/wiki/Dámaso_Centeno,Argentina,1245130520,Stub
Rossana Chahla,https://en.wikipedia.org/wiki/Rossana_Chahla,Argentina,1227517224,C
Lázaro Chiappe,https://en.wikipedia.org/wiki/Lázaro_Chiappe,Argentina,1232135530,Stub
Carlos Corach,https://en.wikipedia.org/wiki/Carlos_Corach,Argentina,1227620960,Stub
Jorge Coscia,https://en.wikipedia.org/wiki/Jorge_Coscia,Argentina,1227459720,Stub
Carlos de la Rosa,https://en.wikipedia.org/wiki/Carlos_de_la_Rosa,Argentina,1209668330,Stub
Juan Carlos Del Bello,https://en.wikipedia.org/wiki/Juan_Carlos_Del_Bello,Argentina,1225784914,Stub
Luis L. Domínguez,https://en.wikipedia.org/wiki/Luis_L._Domínguez,Argentina,1234469779,C
Máximo Etchecopar,https://en.wikipedia.org/wiki/Máximo_Etchecopar,Argentina,1243279888,Start
Héctor Toty Flores,https://en.wikipedia.org/wiki/Héctor_Toty_Flores,Argentina,1067754685,Stub
Guillermo Francos,https://en.wikipedia.org/wiki/Guillermo_Francos,Argentina,1245178482,Start
Juan Fugl,https://en.wikipedia.org/wiki/Juan_Fugl,Argentina,1148828249,Stub
Santiago Gallo,https://en.wikipedia.org/wiki/Santiago_Gallo,Argentina,1039135531,Start
Manuel José García,https://en.wikipedia.org/wiki/Manuel_José_García,Argentina,1227616001,Stub
Juan José Gómez Centurión,https://en.wikipedia.org/wiki/Juan_José_Gómez_Centurión,Argentina,1225793565,Stub
Luis Carlos Gómez Centurión,https://en.wikipedia.org/wiki/Luis_Carlos_Gómez_Centurión,Argentina,1225793589,Stub
Martín Guzmán,https://en.wikipedia.org/wiki/Martín_Guzmán,Argentina,1227515965,C
Federico Helguera,https://en.wikipedia.org/wiki/Federico_Helguera,Argentina,1162056054,Start
Fernando Iglesias (Argentine politician),https://en.wikipedia.org/wiki/Fernando_Iglesias_(Argentine_politician),Argentina,1217866134,C
Ricardo Kennedy,https://en.wikipedia.org/wiki/Ricardo_Kennedy,Argentina,1240898573,Stub
Carlos Kunkel,https://en.wikipedia.org/wiki/Carlos_Kunkel,Argentina,1225799546,Stub
Norberto La Porta,https://en.wikipedia.org/wiki/Norberto_La_Porta,Argentina,1225799869,Stub
Andrés Larroque,https://en.wikipedia.org/wiki/Andrés_Larroque,Argentina,1248572448,Start
Julián de Leyva,https://en.wikipedia.org/wiki/Julián_de_Leyva,Argentina,1234698824,Stub
Mónica López (politician),https://en.wikipedia.org/wiki/Mónica_López_(politician),Argentina,797826672,Stub
Lucio Victorio Mansilla,https://en.wikipedia.org/wiki/Lucio_Victorio_Mansilla,Argentina,1210433646,Start
Nicolás Massot,https://en.wikipedia.org/wiki/Nicolás_Massot,Argentina,1222899462,Start
Martín Menem,https://en.wikipedia.org/wiki/Martín_Menem,Argentina,1247590161,Start
Juan Mignaburu,https://en.wikipedia.org/wiki/Juan_Mignaburu,Argentina,1166892817,Stub
Guillermo Montenegro,https://en.wikipedia.org/wiki/Guillermo_Montenegro,Argentina,1096175549,Stub
Mariano Moreno,https://en.wikipedia.org/wiki/Mariano_Moreno,Argentina,1248788227,FA
Marcelo Muniagurria,https://en.wikipedia.org/wiki/Marcelo_Muniagurria,Argentina,1242262794,Start
Fernando Nadra,https://en.wikipedia.org/wiki/Fernando_Nadra,Argentina,1238199017,C
Rómulo Sebastián Naón,https://en.wikipedia.org/wiki/Rómulo_Sebastián_Naón,Argentina,1193099129,Start
Santiago G. O'Farrell,https://en.wikipedia.org/wiki/Santiago_G._O'Farrell,Argentina,1228141029,Start
Alfredo Olmedo,https://en.wikipedia.org/wiki/Alfredo_Olmedo,Argentina,1226445117,Stub
Miguel Ángel Pesce,https://en.wikipedia.org/wiki/Miguel_Ángel_Pesce,Argentina,1211044406,Start
Carlos Petroni,https://en.wikipedia.org/wiki/Carlos_Petroni,Argentina,1199679676,C
Alejo Peyret,https://en.wikipedia.org/wiki/Alejo_Peyret,Argentina,1138003698,B
Aldo Pignanelli,https://en.wikipedia.org/wiki/Aldo_Pignanelli,Argentina,1106856167,Stub
Abel Posse,https://en.wikipedia.org/wiki/Abel_Posse,Argentina,1245068036,C
Enrique S. Quintana,https://en.wikipedia.org/wiki/Enrique_S._Quintana,Argentina,1016343362,Start
Amán Rawson,https://en.wikipedia.org/wiki/Amán_Rawson,Argentina,1226040049,Start
Martín Sabbatella,https://en.wikipedia.org/wiki/Martín_Sabbatella,Argentina,1166890663,C
Juan Pablo Schiavi,https://en.wikipedia.org/wiki/Juan_Pablo_Schiavi,Argentina,1195011460,C
Héctor Tizón,https://en.wikipedia.org/wiki/Héctor_Tizón,Argentina,1222501416,Start
Claudio Uberti,https://en.wikipedia.org/wiki/Claudio_Uberti,Argentina,1245464700,C
Arístides Villanueva,https://en.wikipedia.org/wiki/Arístides_Villanueva,Argentina,1227361697,Start
Jorge Yoma,https://en.wikipedia.org/wiki/Jorge_Yoma,Argentina,1191859791,C
Ashot Arsenyan,https://en.wikipedia.org/wiki/Ashot_Arsenyan,Armenia,1218601969,C
Vigen Chitechyan,https://en.wikipedia.org/wiki/Vigen_Chitechyan,Armenia,1124301399,Stub
Hayk Chobanyan,https://en.wikipedia.org/wiki/Hayk_Chobanyan,Armenia,1231768992,Start
Gurgen Egiazaryan,https://en.wikipedia.org/wiki/Gurgen_Egiazaryan,Armenia,1103745376,Start
Parunak Ferukhan,https://en.wikipedia.org/wiki/Parunak_Ferukhan,Armenia,1214660598,Stub
Gevorg Ghazaryan (politician),https://en.wikipedia.org/wiki/Gevorg_Ghazaryan_(politician),Armenia,1180063729,Stub
Andrias Ghukasyan,https://en.wikipedia.org/wiki/Andrias_Ghukasyan,Armenia,1214660728,Start
Aram Grigoryan (politician),https://en.wikipedia.org/wiki/Aram_Grigoryan_(politician),Armenia,1214660921,Start
Vahagn Hovakimyan,https://en.wikipedia.org/wiki/Vahagn_Hovakimyan,Armenia,1224369324,Start
Tigran Karapetyan,https://en.wikipedia.org/wiki/Tigran_Karapetyan,Armenia,1231946069,Start
Tigran Khzmalyan,https://en.wikipedia.org/wiki/Tigran_Khzmalyan,Armenia,1237979345,C
Mikayel Kotanyan,https://en.wikipedia.org/wiki/Mikayel_Kotanyan,Armenia,1226313476,Start
Hrant Maloyan,https://en.wikipedia.org/wiki/Hrant_Maloyan,Armenia,1250311867,C
Khachatur Malumian,https://en.wikipedia.org/wiki/Khachatur_Malumian,Armenia,1210493386,C
Aram Manukyan,https://en.wikipedia.org/wiki/Aram_Manukyan,Armenia,1214661551,Start
Gevorg Melik-Karagyozyan,https://en.wikipedia.org/wiki/Gevorg_Melik-Karagyozyan,Armenia,1180063778,Stub
Vahan Minakhoryan,https://en.wikipedia.org/wiki/Vahan_Minakhoryan,Armenia,1214661649,Stub
Ruben Miroyan,https://en.wikipedia.org/wiki/Ruben_Miroyan,Armenia,1228290809,Start
Ruben Mirzakhanyan,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan,Armenia,1214661775,Start
Badal Muradyan,https://en.wikipedia.org/wiki/Badal_Muradyan,Armenia,1214662146,Start
Narine Tukhikyan,https://en.wikipedia.org/wiki/Narine_Tukhikyan,Armenia,1233470777,Start
Gabriel Noradoungian,https://en.wikipedia.org/wiki/Gabriel_Noradoungian,Armenia,1240224564,C
Israel Ori,https://en.wikipedia.org/wiki/Israel_Ori,Armenia,1214986895,Start
Paul Paul,https://en.wikipedia.org/wiki/Paul_Paul,Armenia,1215924661,Start
Garo Paylan,https://en.wikipedia.org/wiki/Garo_Paylan,Armenia,1249622641,C
Genrikh Poghosyan,https://en.wikipedia.org/wiki/Genrikh_Poghosyan,Armenia,1214662694,Start
Ishkhan Saghatelyan,https://en.wikipedia.org/wiki/Ishkhan_Saghatelyan,Armenia,1243510830,GA
Karen Sargsyan (sociologist),https://en.wikipedia.org/wiki/Karen_Sargsyan_(sociologist),Armenia,1217803359,Start
Martiros Sarukhanyan,https://en.wikipedia.org/wiki/Martiros_Sarukhanyan,Armenia,1214669503,Stub
Vartkes Serengülian,https://en.wikipedia.org/wiki/Vartkes_Serengülian,Armenia,1214669611,Start
Suren Shadunts,https://en.wikipedia.org/wiki/Suren_Shadunts,Armenia,1242146414,Start
Ohannes Tchekidjian,https://en.wikipedia.org/wiki/Ohannes_Tchekidjian,Armenia,1215201883,Start
Hrayr Tovmasyan,https://en.wikipedia.org/wiki/Hrayr_Tovmasyan,Armenia,1243511026,Stub
Usub Bek Temuryan,https://en.wikipedia.org/wiki/Usub_Bek_Temuryan,Armenia,1243494457,Stub
Kegham Vanigian,https://en.wikipedia.org/wiki/Kegham_Vanigian,Armenia,1214670011,Start
Serop Zakaryan,https://en.wikipedia.org/wiki/Serop_Zakaryan,Armenia,1222543352,Stub
Alfons Adam,https://en.wikipedia.org/wiki/Alfons_Adam,Austria,1244617588,Start
Ingo Appelt,https://en.wikipedia.org/wiki/Ingo_Appelt,Austria,1244447844,Stub
"Maximilian Anton Karl, Count Baillet de Latour","https://en.wikipedia.org/wiki/Maximilian_Anton_Karl,_Count_Baillet_de_Latour",Austria,1226152632,Start
Heinrich Alfred Barb,https://en.wikipedia.org/wiki/Heinrich_Alfred_Barb,Austria,1214670404,Start
Leopold Berchtold,https://en.wikipedia.org/wiki/Leopold_Berchtold,Austria,1228353209,C
Joseph Buttinger,https://en.wikipedia.org/wiki/Joseph_Buttinger,Austria,1214670744,Start
Prince Carl of Solms-Braunfels,https://en.wikipedia.org/wiki/Prince_Carl_of_Solms-Braunfels,Austria,1237091760,C
Count Václav Antonín Chotek of Chotkov and Vojnín,https://en.wikipedia.org/wiki/Count_Václav_Antonín_Chotek_of_Chotkov_and_Vojnín,Austria,1214682376,Start
Citizens' Ministry,https://en.wikipedia.org/wiki/Citizens'_Ministry,Austria,1200893975,C
Richard von Coudenhove-Kalergi,https://en.wikipedia.org/wiki/Richard_von_Coudenhove-Kalergi,Austria,1243336388,C
Franz Dinghofer,https://en.wikipedia.org/wiki/Franz_Dinghofer,Austria,1244619292,GA
George Abraham von Dyhrn,https://en.wikipedia.org/wiki/George_Abraham_von_Dyhrn,Austria,1231555745,Stub
Eduard von Grebmer zu Wolfsthurn,https://en.wikipedia.org/wiki/Eduard_von_Grebmer_zu_Wolfsthurn,Austria,1216075327,Start
Barbara Eibinger-Miedl,https://en.wikipedia.org/wiki/Barbara_Eibinger-Miedl,Austria,,
Hans Ferlitsch,https://en.wikipedia.org/wiki/Hans_Ferlitsch,Austria,1240489075,Stub
Friedhelm Frischenschlager,https://en.wikipedia.org/wiki/Friedhelm_Frischenschlager,Austria,1223497595,Start
Walter Guggenberger,https://en.wikipedia.org/wiki/Walter_Guggenberger,Austria,1154443829,Start
Ulrich Habsburg-Lothringen,https://en.wikipedia.org/wiki/Ulrich_Habsburg-Lothringen,Austria,1216088776,Start
Ernst Hampel (politician),https://en.wikipedia.org/wiki/Ernst_Hampel_(politician),Austria,1232067132,Stub
Hans Peter Haselsteiner,https://en.wikipedia.org/wiki/Hans_Peter_Haselsteiner,Austria,1226351964,Start
Friedrich Wilhelm von Haugwitz,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_von_Haugwitz,Austria,1215043658,C
Eduard Hedvicek,https://en.wikipedia.org/wiki/Eduard_Hedvicek,Austria,1215043825,Stub
Hermann Stern,https://en.wikipedia.org/wiki/Hermann_Stern,Austria,1215044008,C
Jürgen Himmelbauer,https://en.wikipedia.org/wiki/Jürgen_Himmelbauer,Austria,1215045853,Stub
Anton Hofer,https://en.wikipedia.org/wiki/Anton_Hofer,Austria,1215044432,Start
Andreas Hörtnagl,https://en.wikipedia.org/wiki/Andreas_Hörtnagl,Austria,1215046038,Stub
Franz Jetzinger,https://en.wikipedia.org/wiki/Franz_Jetzinger,Austria,1214236945,Start
Konstantin Jireček,https://en.wikipedia.org/wiki/Konstantin_Jireček,Austria,1242771327,C
Hugo Jury,https://en.wikipedia.org/wiki/Hugo_Jury,Austria,1225140706,C
Joseph Kenner,https://en.wikipedia.org/wiki/Joseph_Kenner,Austria,1169137921,Start
Theodor Kery,https://en.wikipedia.org/wiki/Theodor_Kery,Austria,1215046740,Stub
Michael Killisch-Horn,https://en.wikipedia.org/wiki/Michael_Killisch-Horn,Austria,1106829544,Stub
Sophia Kircher,https://en.wikipedia.org/wiki/Sophia_Kircher,Austria,1242552103,Stub
Hubert Klausner,https://en.wikipedia.org/wiki/Hubert_Klausner,Austria,1242810704,Start
Martin Kocher,https://en.wikipedia.org/wiki/Martin_Kocher,Austria,1241392879,Stub
Józef Kożdoń,https://en.wikipedia.org/wiki/Józef_Kożdoń,Austria,1215053905,C
Gottfried von Kühnelt-Leddihn,https://en.wikipedia.org/wiki/Gottfried_von_Kühnelt-Leddihn,Austria,1235730032,Start
Franz Leitner (politician),https://en.wikipedia.org/wiki/Franz_Leitner_(politician),Austria,1215054152,Stub
Elmar Lichtenegger,https://en.wikipedia.org/wiki/Elmar_Lichtenegger,Austria,1215483185,Start
Julius Lippert (historian),https://en.wikipedia.org/wiki/Julius_Lippert_(historian),Austria,1248432097,Stub
Reinhold Lopatka,https://en.wikipedia.org/wiki/Reinhold_Lopatka,Austria,1250933660,Stub
Karl Lütgendorf,https://en.wikipedia.org/wiki/Karl_Lütgendorf,Austria,1231556108,Stub
Jürgen Mandl,https://en.wikipedia.org/wiki/Jürgen_Mandl,Austria,1215054486,Stub
Renate Mann,https://en.wikipedia.org/wiki/Renate_Mann,Austria,1099978355,Stub
Ferdinand Mannlicher,https://en.wikipedia.org/wiki/Ferdinand_Mannlicher,Austria,1250188481,C
Christoph Matznetter,https://en.wikipedia.org/wiki/Christoph_Matznetter,Austria,1250934182,Start
Johann Gregor Memhardt,https://en.wikipedia.org/wiki/Johann_Gregor_Memhardt,Austria,1226209962,Stub
Franz Moroder,https://en.wikipedia.org/wiki/Franz_Moroder,Austria,1228417930,C
Heinz Nittel,https://en.wikipedia.org/wiki/Heinz_Nittel,Austria,1226214871,Stub
Heidemaria Onodi,https://en.wikipedia.org/wiki/Heidemaria_Onodi,Austria,1246630894,Start
Brigitta Pallauf,https://en.wikipedia.org/wiki/Brigitta_Pallauf,Austria,1215184008,Start
Wladimir von Pawlowski,https://en.wikipedia.org/wiki/Wladimir_von_Pawlowski,Austria,1242446030,Stub
Johann Anton von Pergen,https://en.wikipedia.org/wiki/Johann_Anton_von_Pergen,Austria,1248404055,C
Gerhard Pfanzelter,https://en.wikipedia.org/wiki/Gerhard_Pfanzelter,Austria,1238011369,Start
Walter Pfrimer,https://en.wikipedia.org/wiki/Walter_Pfrimer,Austria,1249288737,C
Leopold Poetsch,https://en.wikipedia.org/wiki/Leopold_Poetsch,Austria,1248552155,Start
Thomas Prinzhorn,https://en.wikipedia.org/wiki/Thomas_Prinzhorn,Austria,1215185462,C
Gregor Razumovsky (activist),https://en.wikipedia.org/wiki/Gregor_Razumovsky_(activist),Austria,1236098636,C
Horst Rosenkranz,https://en.wikipedia.org/wiki/Horst_Rosenkranz,Austria,1215185628,Start
Emil Sax,https://en.wikipedia.org/wiki/Emil_Sax,Austria,1215185845,Start
Peter Schieder,https://en.wikipedia.org/wiki/Peter_Schieder,Austria,1239601735,Start
Karl Schmitzer,https://en.wikipedia.org/wiki/Karl_Schmitzer,Austria,1215186109,Stub
Sonja Zwazl,https://en.wikipedia.org/wiki/Sonja_Zwazl,Austria,1235856770,Start
"Georg Adam, Prince of Starhemberg","https://en.wikipedia.org/wiki/Georg_Adam,_Prince_of_Starhemberg",Austria,1215186237,C
Gundaker Thomas Starhemberg,https://en.wikipedia.org/wiki/Gundaker_Thomas_Starhemberg,Austria,1246777408,Start
Josef Staribacher,https://en.wikipedia.org/wiki/Josef_Staribacher,Austria,1215186443,Stub
Peter Strasser (politician),https://en.wikipedia.org/wiki/Peter_Strasser_(politician),Austria,1240951343,Start
Julius Tandler,https://en.wikipedia.org/wiki/Julius_Tandler,Austria,1153989705,Start
"Leopold, Count von Thun und Hohenstein","https://en.wikipedia.org/wiki/Leopold,_Count_von_Thun_und_Hohenstein",Austria,1215186791,C
Karl Freiherr von Vogelsang,https://en.wikipedia.org/wiki/Karl_Freiherr_von_Vogelsang,Austria,1231556362,Start
